Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,group,pathway_db,n_genes
KEGG_2021_Human_fixed.gmt,TGF-beta signaling pathway,1/94,0.5230112350005451,0.6735918308876611,2.033582887700535,1.3180714936451126,ID2,5,KEGG,100
KEGG_2021_Human_fixed.gmt,TNF signaling pathway,1/112,0.5864646984456765,0.6892030397792256,1.7014170403587443,0.9079489583249198,IL1B,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Th1 and Th2 cell differentiation,10/92,1.7370763309519734e-09,1.645113466372163e-08,18.8732370433305,380.69324221414035,HLA-DRB1;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQA1;HLA-DMA;HLA-DRB5,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Th17 cell differentiation,11/107,4.533402851229849e-10,4.561736619050036e-09,17.976659264742167,386.75664423750993,HLA-DRB1;HLA-DMB;IL1B;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQA1;HLA-DMA;HLA-DRB5,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Thermogenesis,2/232,0.5443569119518867,0.6735918308876611,1.373031409272878,0.8350092700138115,ACTB;ACTG1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Thyroid hormone signaling pathway,2/121,0.24326178848216112,0.46076644641915226,2.6861584515426746,3.7971995114827175,ACTB;ACTG1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Thyroid hormone synthesis,1/75,0.44563491779506365,0.6245674475672288,2.5583355704697985,2.0677881104011515,GPX1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Tight junction,9/169,5.569965718125548e-06,3.587057922472853e-05,8.531509903112406,103.21524474093269,ACTB;MYL6;CD1C;ACTG1;CD1D;ARPC3;TUBA1B;ARPC1B;RAC1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Toll-like receptor signaling pathway,2/104,0.19446270889024417,0.41195389646485936,3.1384096767796947,5.139192489953092,IL1B;RAC1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Toxoplasmosis,10/112,1.2086326999436941e-08,9.729493234546738e-08,15.1523592432186,276.2455558171121,HLA-DRB1;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQA1;HLA-DMA;HLA-DRB5,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Transcriptional misregulation in cancer,2/192,0.44393586799329904,0.6245674475672288,1.6698674860764355,1.3560579200265275,SPI1;ID2,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Tryptophan metabolism,1/42,0.2808468857089821,0.49688295163896834,4.611759036144578,5.856683321591721,ALDH2,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Tuberculosis,16/180,2.7839881279797235e-13,4.980245428941506e-12,16.57971524556071,479.31495412563635,FCER1G;HLA-DRB1;LSP1;RAB7A;HLA-DMB;IL1B;HLA-DPB1;HLA-DRA;BID;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQA1;HLA-DMA;HLA-DRB5;CD74,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Type I diabetes mellitus,11/43,1.2318831167458988e-14,4.92797482821747e-13,53.80820512820513,1723.3502164496745,HLA-DRB1;HLA-DMB;IL1B;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQA1;HLA-DMA;HLA-DRB5,5,KEGG,100
KEGG_2021_Human_fixed.gmt,VEGF signaling pathway,1/59,0.37099453153787265,0.5730391486206244,3.2646153846153845,3.2370880049418886,RAC1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,"Valine, leucine and isoleucine degradation",1/48,0.31402865689958903,0.5212228222766374,4.0261894736842105,4.6634186416509165,ALDH2,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Vascular smooth muscle contraction,1/133,0.6500496419351303,0.7370281151518027,1.427954716981132,0.6150294451388144,MYL6,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Vibrio cholerae infection,2/50,0.05773659364960033,0.17876137649203178,6.677981728270891,19.044696358828624,ACTB;ACTG1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Viral carcinogenesis,2/203,0.47275354666106995,0.6396077396002712,1.5764893380943734,1.1810759680222678,RAC1;GSN,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Viral myocarditis,14/60,8.732056814322622e-18,7.029305735529711e-16,50.204301075268816,1972.001386802751,ACTB;HLA-DRB1;HLA-DMB;ACTG1;HLA-DPB1;BID;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQA1;HLA-DMA;RAC1;HLA-DRB5,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Wnt signaling pathway,1/166,0.7310456484473302,0.7794592675498024,1.138441087613293,0.3566501119529137,RAC1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,Yersinia infection,7/137,8.677001130405621e-05,0.0004989275649983232,8.021055843759536,75.01491540707943,ACTB;ACTG1;IL1B;PYCARD;ARPC3;ARPC1B;RAC1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,beta-Alanine metabolism,1/30,0.2096743826762662,0.4167601927268995,6.497491525423729,10.15037807925586,ALDH2,5,KEGG,100
KEGG_2021_Human_fixed.gmt,cAMP signaling pathway,1/216,0.8198894636893587,0.8516271203483016,0.8687331786542923,0.1725180282597202,RAC1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,cGMP-PKG signaling pathway,2/167,0.3755445604117105,0.5730391486206244,1.9282538746837619,1.8884897034169688,SLC25A6;RGS2,5,KEGG,100
KEGG_2021_Human_fixed.gmt,mTOR signaling pathway,1/154,0.7039891428345149,0.7707393979286522,1.229315960912052,0.4314804919317025,LAMTOR1,5,KEGG,100
KEGG_2021_Human_fixed.gmt,p53 signaling pathway,1/73,0.4368044624634202,0.6245674475672288,2.6295724137931034,2.177994992164459,BID,5,KEGG,100
Reactome_2022_fixed.gmt,Activation Of BAD And Translocation To Mitochondria R-HSA-111447,1/15,0.10081942780394594,0.3360647593464865,14.63969035890218,33.58965992438192,BID,5,REACTOME,100
Reactome_2022_fixed.gmt,Activation Of BH3-only Proteins R-HSA-114452,1/30,0.19159786140424548,0.4135208707551463,7.185402974749222,11.872847851369952,BID,5,REACTOME,100
Reactome_2022_fixed.gmt,Adaptive Immune System R-HSA-1280218,21/733,1.790049689759007e-08,6.165726709169913e-07,5.473034923757993,97.63039068305574,HLA-DMB;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DMA;CD33;RNF130;HLA-DRB1;RAB7A;HLA-DRA;CD74;AP2S1;AP1S2;HLA-DQA2;CYBA;HLA-DRB5;TYROBP;CD1C;CD1D;CTSH;IFI30,5,REACTOME,100
Reactome_2022_fixed.gmt,Amino Acids Regulate mTORC1 R-HSA-9639288,1/55,0.3232208097357593,0.5112165868269662,3.8799850215315486,4.382131006279768,LAMTOR1,5,REACTOME,100
Reactome_2022_fixed.gmt,Amyloid Fiber Formation R-HSA-977225,4/79,0.0023005298356533837,0.03241655677511586,8.742144568127378,53.10516968770857,LYZ;TGFBI;CST3;GSN,5,REACTOME,100
Reactome_2022_fixed.gmt,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,1/307,0.8898616611557741,0.9351088642653897,0.6731364650264674,0.07854779951095921,RNF130,5,REACTOME,100
Reactome_2022_fixed.gmt,Antigen processing-Cross Presentation R-HSA-1236975,1/104,0.5228735419051125,0.6509670602031521,2.033422064477965,1.3185026649252098,CYBA,5,REACTOME,100
Reactome_2022_fixed.gmt,Antimicrobial Peptides R-HSA-6803157,2/89,0.13017937249314873,0.36198019389617164,4.070344827586207,8.298789952947153,LYZ;RNASE6,5,REACTOME,100
Reactome_2022_fixed.gmt,Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410,1/83,0.44564973379480183,0.6279609885290389,2.5562152133580707,2.065989335736942,EIF4A1,5,REACTOME,100
Reactome_2022_fixed.gmt,Apoptosis R-HSA-109581,3/178,0.13077994102055232,0.36198019389617164,2.856314625545395,5.810427201186348,BID;VIM;GSN,5,REACTOME,100
Reactome_2022_fixed.gmt,Apoptotic Cleavage Of Cellular Proteins R-HSA-111465,2/38,0.0293090128147069,0.2271448493139785,9.805857345299954,34.61330562557474,VIM;GSN,5,REACTOME,100
Reactome_2022_fixed.gmt,Apoptotic Execution Phase R-HSA-75153,2/52,0.05191726390373361,0.2791014105145411,7.07784226698532,20.936992858039222,VIM;GSN,5,REACTOME,100
Reactome_2022_fixed.gmt,Arachidonic Acid Metabolism R-HSA-2142753,1/59,0.3422196367666297,0.5278014298390806,3.6132914704343277,3.8745416044594836,GPX1,5,REACTOME,100
Reactome_2022_fixed.gmt,Asparagine N-linked Glycosylation R-HSA-446203,2/282,0.5957570028443289,0.7076041029951798,1.2459893048128343,0.6453257815929362,ARF3;ARF5,5,REACTOME,100
Reactome_2022_fixed.gmt,Autophagy R-HSA-9612973,2/128,0.2282628851441983,0.4367993481154412,2.804824860297124,4.143448025925228,GABARAP;LAMTOR1,5,REACTOME,100
Reactome_2022_fixed.gmt,Axon Guidance R-HSA-422475,7/519,0.07264536499612824,0.29414371065736555,2.14710027100271,5.630052663808101,MYL6;AP2S1;ACTG1;RPS11;ARPC3;ARPC1B;TYROBP,5,REACTOME,100
Reactome_2022_fixed.gmt,BH3-only Proteins Associate With And Inactivate Anti-Apoptotic BCL-2 Members R-HSA-111453,1/9,0.06175533550998405,0.2791014105145411,24.987995198079233,69.58094428453482,BID,5,REACTOME,100
Reactome_2022_fixed.gmt,Beta-catenin Independent WNT Signaling R-HSA-3858494,1/142,0.6365833125875784,0.7418828079028169,1.4818634167447897,0.6692687606679213,AP2S1,5,REACTOME,100
Reactome_2022_fixed.gmt,Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782,1/41,0.2523628283084181,0.4522108484139284,5.2282690854119425,7.198737995376477,FTH1,5,REACTOME,100
Reactome_2022_fixed.gmt,Biological Oxidations R-HSA-211859,2/218,0.4572865726177984,0.6288750034301567,1.6245122242573864,1.2710914852672117,GSTP1;ALDH2,5,REACTOME,100
Reactome_2022_fixed.gmt,C-type Lectin Receptors (CLRs) R-HSA-5621481,4/141,0.017431465965576272,0.15180148649860484,4.7714506769825915,19.321886057562033,FCER1G;PYCARD;CLEC10A;IL1B,5,REACTOME,100
Reactome_2022_fixed.gmt,CDC42 GTPase Cycle R-HSA-9013148,2/149,0.28324343621137327,0.4803892069047539,2.4005844535359437,3.0282137839971797,RAB7A;LAMTOR1,5,REACTOME,100
Reactome_2022_fixed.gmt,CLEC7A (Dectin-1) Signaling R-HSA-5607764,2/99,0.1543774153627163,0.3879363365309665,3.6493368700265254,6.818256516462981,IL1B;PYCARD,5,REACTOME,100
Reactome_2022_fixed.gmt,CLEC7A/inflammasome Pathway R-HSA-5660668,2/6,0.0007231953590564809,0.013187680076912298,79.7816091954023,576.9671278641715,IL1B;PYCARD,5,REACTOME,100
Reactome_2022_fixed.gmt,COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434,2/78,0.10476735369140217,0.341872417308786,4.6605814739688975,10.514332701377086,ARF3;ARF5,5,REACTOME,100
Reactome_2022_fixed.gmt,COPI-mediated Anterograde Transport R-HSA-6807878,2/80,0.10927851203442644,0.34489254408019576,4.540962003074895,10.053033702781224,ARF3;ARF5,5,REACTOME,100
Reactome_2022_fixed.gmt,Cap-dependent Translation Initiation R-HSA-72737,2/116,0.19721014460681066,0.41611174642530774,3.1023942177382926,5.036691701712123,EIF4A1;RPS11,5,REACTOME,100
Reactome_2022_fixed.gmt,Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,1/41,0.2523628283084181,0.4522108484139284,5.2282690854119425,7.198737995376477,TUBA1B,5,REACTOME,100
Reactome_2022_fixed.gmt,Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,1/104,0.5228735419051125,0.6509670602031521,2.033422064477965,1.3185026649252098,AP2S1,5,REACTOME,100
Reactome_2022_fixed.gmt,Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870,2/12,0.003095946554284193,0.04172797529687391,34.172413793103445,197.43664248123025,VIM;GSN,5,REACTOME,100
Reactome_2022_fixed.gmt,Cell Cycle R-HSA-1640170,1/654,0.991614907114944,0.9935656242550247,0.3048732882594507,0.002567168919973583,TUBA1B,5,REACTOME,100
Reactome_2022_fixed.gmt,"Cell Cycle, Mitotic R-HSA-69278",1/523,0.9775959860087198,0.9935656242550247,0.3864271067278586,0.008755973188164609,TUBA1B,5,REACTOME,100
Reactome_2022_fixed.gmt,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,2/25,0.013264210019402645,0.12460318503075213,15.2494497432135,65.91858057836232,IL1B;PYCARD,5,REACTOME,100
Reactome_2022_fixed.gmt,Cell Surface Interactions At Vascular Wall R-HSA-202733,2/134,0.24392993564962984,0.4448134120669721,2.676252439817827,3.775855637516246,FCER1G;CD74,5,REACTOME,100
Reactome_2022_fixed.gmt,Cell-Cell Communication R-HSA-1500931,1/120,0.5744936708060673,0.6929690192602368,1.7584322431901631,0.9746395549773894,TYROBP,5,REACTOME,100
Reactome_2022_fixed.gmt,Cellular Response To Chemical Stress R-HSA-9711123,3/182,0.1371821295146061,0.36953642943495263,2.791573329177786,5.545309180809171,GSTP1;CYBA;GPX1,5,REACTOME,100
Reactome_2022_fixed.gmt,Cellular Response To Starvation R-HSA-9711097,2/153,0.29371956069776817,0.48953260116294695,2.3362922499146466,2.8622613551195246,RPS11;LAMTOR1,5,REACTOME,100
Reactome_2022_fixed.gmt,Cellular Responses To Stimuli R-HSA-8953897,5/736,0.6006335258778659,0.7106732558096887,1.0477092010602045,0.5340910382930312,GPX1;CYBA;GSTP1;RPS11;LAMTOR1,5,REACTOME,100
Reactome_2022_fixed.gmt,Cellular Responses To Stress R-HSA-2262752,5/722,0.5831789025545457,0.6980133582699196,1.0696964379715739,0.5768458642119614,GPX1;CYBA;GSTP1;RPS11;LAMTOR1,5,REACTOME,100
Reactome_2022_fixed.gmt,Chaperonin-mediated Protein Folding R-HSA-390466,1/90,0.472670567094279,0.6288750034301567,2.3546915973093148,1.7645037097285892,TUBA1B,5,REACTOME,100
Reactome_2022_fixed.gmt,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,2/378,0.7519772053436125,0.840343229878468,0.9194944360489078,0.26210121549805143,CYBA;RNF130,5,REACTOME,100
Reactome_2022_fixed.gmt,Clathrin-mediated Endocytosis R-HSA-8856828,2/142,0.264889468775068,0.46132435573186004,2.5219045281629646,3.350205506617879,AP2S1;ARPC3,5,REACTOME,100
Reactome_2022_fixed.gmt,Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958,1/33,0.20863729424309796,0.4311837414357358,6.520251177394035,10.218263591696028,TUBA1B,5,REACTOME,100
Reactome_2022_fixed.gmt,Costimulation By CD28 Family R-HSA-388841,7/68,4.48025008854957e-07,1.2626159340457879e-05,18.70731707317073,273.471357862712,HLA-DRB1;HLA-DRA;HLA-DQA2;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5,5,REACTOME,100
Reactome_2022_fixed.gmt,Cross-presentation Of Particulate Exogenous Antigens (Phagosomes) R-HSA-1236973,1/8,0.05508385427886449,0.2791014105145411,28.322448979591837,82.10390858924342,CYBA,5,REACTOME,100
Reactome_2022_fixed.gmt,Cytokine Signaling In Immune System R-HSA-1280215,15/702,9.289259240155475e-05,0.0019197802429654649,3.6862765469824295,34.22363716231827,EIF4A1;ANXA2;SAMHD1;HLA-DRB1;IL1B;HLA-DRA;HLA-DQA2;IFI30;HLA-DPA1;HLA-DQB2;HLA-DQA1;CEBPD;VIM;HLA-DRB5;LGALS9,5,REACTOME,100
Reactome_2022_fixed.gmt,Cytosolic tRNA Aminoacylation R-HSA-379716,1/24,0.15642594214958325,0.3879363365309665,9.025184541901867,16.74327501887001,PPA1,5,REACTOME,100
Reactome_2022_fixed.gmt,DAP12 Interactions R-HSA-2172127,1/43,0.26291639918444537,0.4604750494190851,4.981272509003602,6.6545774415520125,TYROBP,5,REACTOME,100
Reactome_2022_fixed.gmt,DAP12 Signaling R-HSA-2424491,1/28,0.18003768956005906,0.4073845530191117,7.709461966604824,13.218559173914311,TYROBP,5,REACTOME,100
Reactome_2022_fixed.gmt,Deadenylation Of mRNA R-HSA-429947,1/25,0.16239101432167402,0.3983014231481253,8.65597667638484,15.734385878332121,EIF4A1,5,REACTOME,100
Reactome_2022_fixed.gmt,Deadenylation-dependent mRNA Decay R-HSA-429914,1/56,0.3280206621489807,0.5161746460212386,3.809707666850524,4.246599906510138,EIF4A1,5,REACTOME,100
Reactome_2022_fixed.gmt,Dectin-2 Family R-HSA-5621480,2/29,0.017628559722418627,0.15180148649860484,13.026332288401253,52.60339071608067,FCER1G;CLEC10A,5,REACTOME,100
Reactome_2022_fixed.gmt,Defective B3GALTL Causes PpS R-HSA-5083635,1/37,0.2308065050750051,0.43895715689111403,5.8034665921162985,8.50890087973793,CFP,5,REACTOME,100
Reactome_2022_fixed.gmt,Detoxification Of Reactive Oxygen Species R-HSA-3299685,3/34,0.0017239920051916524,0.0281282906110217,16.13752913752914,102.6849173134778,GSTP1;CYBA;GPX1,5,REACTOME,100
Reactome_2022_fixed.gmt,Developmental Biology R-HSA-1266738,10/1073,0.22173632260103016,0.4323161006686751,1.4315937940761636,2.1563615432222734,MYL6;AP2S1;ACTG1;RPS11;ARPC3;CEBPD;KLF4;ARPC1B;SPI1;TYROBP,5,REACTOME,100
Reactome_2022_fixed.gmt,Disease R-HSA-1643685,13/1736,0.454720091326426,0.6288750034301567,1.1071132904540533,0.8724863503626948,SLC25A6;AP2S1;RAB7A;IL1B;ACTG1;AP1S2;PYCARD;CYBA;RPS11;ARPC3;CEBPD;ARPC1B;CFP,5,REACTOME,100
Reactome_2022_fixed.gmt,Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995,1/69,0.38744535088001353,0.5692325060322474,3.082824370624162,2.923073861040315,CFP,5,REACTOME,100
Reactome_2022_fixed.gmt,Diseases Of Glycosylation R-HSA-3781865,1/143,0.6391824074816073,0.7421218963269597,1.4713211600429645,0.6585124547378114,CFP,5,REACTOME,100
Reactome_2022_fixed.gmt,Diseases Of Metabolism R-HSA-5668914,1/247,0.8296112513723315,0.8960957767436334,0.8419505733327813,0.1572747335059925,CFP,5,REACTOME,100
Reactome_2022_fixed.gmt,Dissolution Of Fibrin Clot R-HSA-75205,2/13,0.0036421838814625616,0.043426038586669,31.197901049475263,175.1815744981687,ANXA2;S100A10,5,REACTOME,100
Reactome_2022_fixed.gmt,Downstream TCR Signaling R-HSA-202424,7/94,4.088978017310601e-06,9.750639887432972e-05,13.115555555555556,162.72752408361828,HLA-DRB1;HLA-DRA;HLA-DQA2;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5,5,REACTOME,100
Reactome_2022_fixed.gmt,Drug ADME R-HSA-9748784,1/95,0.4911714998554669,0.6397611972907342,2.2290249433106575,1.584751865236527,GSTP1,5,REACTOME,100
Reactome_2022_fixed.gmt,EPH-Ephrin Signaling R-HSA-2682334,5/91,0.00044238006431114574,0.008571113746028449,9.450201688360295,72.98713177736246,MYL6;AP2S1;ACTG1;ARPC3;ARPC1B,5,REACTOME,100
Reactome_2022_fixed.gmt,EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665,1/49,0.293703234364229,0.48953260116294695,4.362507889753839,5.34488109764112,AP2S1,5,REACTOME,100
Reactome_2022_fixed.gmt,EPHA-mediated Growth Cone Collapse R-HSA-3928663,1/15,0.10081942780394594,0.3360647593464865,14.63969035890218,33.58965992438192,MYL6,5,REACTOME,100
Reactome_2022_fixed.gmt,EPHB-mediated Forward Signaling R-HSA-3928662,3/34,0.0017239920051916524,0.0281282906110217,16.13752913752914,102.6849173134778,ARPC1B;ACTG1;ARPC3,5,REACTOME,100
Reactome_2022_fixed.gmt,ER To Golgi Anterograde Transport R-HSA-199977,2/133,0.24131452396173214,0.44328206416462307,2.6968663956994887,3.834011216298011,ARF3;ARF5,5,REACTOME,100
Reactome_2022_fixed.gmt,Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972,1/29,0.18583801562568908,0.4135208707551463,7.438238453276047,12.517661749684532,LAMTOR1,5,REACTOME,100
Reactome_2022_fixed.gmt,Ethanol Oxidation R-HSA-71384,1/11,0.07495920368365122,0.29414371065736555,20.224489795918366,52.39783597850002,ALDH2,5,REACTOME,100
Reactome_2022_fixed.gmt,Eukaryotic Translation Elongation R-HSA-156842,1/90,0.472670567094279,0.6288750034301567,2.3546915973093148,1.7645037097285892,RPS11,5,REACTOME,100
Reactome_2022_fixed.gmt,Eukaryotic Translation Termination R-HSA-72764,1/90,0.472670567094279,0.6288750034301567,2.3546915973093148,1.7645037097285892,RPS11,5,REACTOME,100
Reactome_2022_fixed.gmt,FCGR3A-mediated Phagocytosis R-HSA-9664422,3/60,0.008650202024531973,0.08938542092016372,8.818425053207662,41.88904108824351,ARPC1B;ACTG1;ARPC3,5,REACTOME,100
Reactome_2022_fixed.gmt,FOXO-mediated Transcription Of Cell Cycle Genes R-HSA-9617828,1/17,0.11348077256832248,0.34489254408019576,12.862708719851577,27.99082163817475,KLF4,5,REACTOME,100
Reactome_2022_fixed.gmt,FOXO-mediated Transcription R-HSA-9614085,1/65,0.3697355090265978,0.5458000371345015,3.2752728998576175,3.258789661345856,KLF4,5,REACTOME,100
Reactome_2022_fixed.gmt,Fatty Acid Metabolism R-HSA-8978868,1/173,0.7091748194037201,0.8082507132910045,1.2118899733806565,0.416469880788334,GPX1,5,REACTOME,100
Reactome_2022_fixed.gmt,Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202,2/130,0.23347784325350215,0.44119420967290784,2.76063330202603,4.015805189439121,FCER1G;FCER1A,5,REACTOME,100
Reactome_2022_fixed.gmt,Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,4/87,0.00326695132637904,0.042131476201946,7.8984584023442475,45.2099706080236,ARPC1B;ACTG1;PLD4;ARPC3,5,REACTOME,100
Reactome_2022_fixed.gmt,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,1/98,0.5019631424946994,0.6403645027710158,2.159811616954474,1.4886039009725727,RPS11,5,REACTOME,100
Reactome_2022_fixed.gmt,"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",1/50,0.29870955243482716,0.495186958581799,4.273964131106988,5.164160656515504,RPS11,5,REACTOME,100
Reactome_2022_fixed.gmt,Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960,1/26,0.1683144723625949,0.3983014231481253,8.315726290516206,14.81796888750353,TUBA1B,5,REACTOME,100
Reactome_2022_fixed.gmt,G Alpha (I) Signaling Events R-HSA-418594,1/312,0.8938069483622495,0.9360816013253289,0.6620041274936941,0.07432020355947049,RGS1,5,REACTOME,100
Reactome_2022_fixed.gmt,G Alpha (Q) Signaling Events R-HSA-416476,1/212,0.7804820018864194,0.8549449490628621,0.9846576928643798,0.24404110639755738,RGS1,5,REACTOME,100
Reactome_2022_fixed.gmt,GPCR Downstream Signaling R-HSA-388396,1/619,0.9890831012533572,0.9935656242550247,0.323280484384538,0.003548625745862138,RGS1,5,REACTOME,100
Reactome_2022_fixed.gmt,GPVI-mediated Activation Cascade R-HSA-114604,1/32,0.2029972248772103,0.4251968899455081,6.727891156462585,10.72804610825118,FCER1G,5,REACTOME,100
Reactome_2022_fixed.gmt,GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,2/109,0.1793655833685598,0.4073845530191117,3.3066559743384123,5.681923484461266,EIF4A1;RPS11,5,REACTOME,100
Reactome_2022_fixed.gmt,Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,1/35,0.21979957339359957,0.43125232754440423,6.141082519964508,9.303980612456591,ANXA2,5,REACTOME,100
Reactome_2022_fixed.gmt,Gene Expression (Transcription) R-HSA-74160,5/1449,0.981806521735323,0.9935656242550247,0.4915021254024817,0.009024477773697536,BID;PRELID1;KLF4;SPI1;LAMTOR1,5,REACTOME,100
Reactome_2022_fixed.gmt,Generation Of Second Messenger Molecules R-HSA-202433,7/32,1.903431370006201e-09,7.375796558774029e-08,45.27450980392157,909.0943909363335,HLA-DRB1;HLA-DRA;HLA-DQA2;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DRB5,5,REACTOME,100
Reactome_2022_fixed.gmt,Generic Transcription Pathway R-HSA-212436,5/1190,0.9333449976280465,0.9634257789427134,0.6161714238899897,0.04250373533361873,BID;PRELID1;KLF4;SPI1;LAMTOR1,5,REACTOME,100
Reactome_2022_fixed.gmt,"Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721",1/31,0.1973175055629685,0.41611174642530774,6.949146871863499,11.27805637598405,AP2S1,5,REACTOME,100
Reactome_2022_fixed.gmt,Glutathione Conjugation R-HSA-156590,1/36,0.22532232368715943,0.4338504369131641,5.967519402127048,8.892936767621755,GSTP1,5,REACTOME,100
Reactome_2022_fixed.gmt,Glycerophospholipid Biosynthesis R-HSA-1483206,1/127,0.5953066809647867,0.7076041029951798,1.6599983867064612,0.8610055994324964,PLD4,5,REACTOME,100
Reactome_2022_fixed.gmt,Golgi Associated Vesicle Biogenesis R-HSA-432722,2/55,0.05736893208153088,0.2791014105145411,6.679020302932646,19.090325644344386,AP1S2;FTH1,5,REACTOME,100
Reactome_2022_fixed.gmt,Golgi-to-ER Retrograde Transport R-HSA-8856688,2/112,0.18698297311171844,0.4135208707551463,3.215946325479794,5.392298506699044,ARF3;ARF5,5,REACTOME,100
Reactome_2022_fixed.gmt,HCMV Infection R-HSA-9609646,1/121,0.5775303636752299,0.6939318323229506,1.74367008214074,0.9572648667354383,CEBPD,5,REACTOME,100
Reactome_2022_fixed.gmt,HCMV Late Events R-HSA-9610379,1/91,0.47642307964693087,0.63115878072884,2.3284474010598712,1.7264249894593506,CEBPD,5,REACTOME,100
Reactome_2022_fixed.gmt,HIV Infection R-HSA-162906,3/229,0.21918259925786773,0.43125232754440423,2.2021488445329505,3.342531865926024,SLC25A6;AP2S1;AP1S2,5,REACTOME,100
Reactome_2022_fixed.gmt,Hemostasis R-HSA-109582,7/576,0.11072869367829112,0.34489254408019576,1.921080870159009,4.227669400735068,FCER1G;S100A10;TAGLN2;ANXA2;ANXA5;SRGN;CD74,5,REACTOME,100
Reactome_2022_fixed.gmt,Host Interactions Of HIV Factors R-HSA-162909,3/130,0.06392322627913684,0.2791014105145411,3.9500617030028793,10.862956082853907,SLC25A6;AP2S1;AP1S2,5,REACTOME,100
Reactome_2022_fixed.gmt,ISG15 Antiviral Mechanism R-HSA-1169408,1/75,0.41309352910501823,0.5928657130673872,2.832899602794138,2.50451341894826,EIF4A1,5,REACTOME,100
Reactome_2022_fixed.gmt,Immune System R-HSA-168256,50/1943,2.316767264667948e-20,7.18197852047064e-18,9.277415217473312,419.44612776509024,FCER1G;FTH1;SAMHD1;HLA-DMB;CLEC10A;CST3;HLA-DPA1;HLA-DQB2;HLA-DQA1;HLA-DMA;CD33;RNF130;S100A11;EIF4A1;HLA-DRB1;RAB7A;IL1B;ACTG1;HLA-DRA;PLD4;CSTB;ARPC3;FCER1A;MNDA;CD74;LAMTOR1;AP2S1;COTL1;AP1S2;HLA-DQA2;CYBA;CEBPD;HLA-DRB5;ARPC1B;CFP;GRN;LY86;GSN;TYROBP;LGALS9;ANXA2;CD1C;LYZ;RNASE6;PYCARD;CD1D;GSTP1;CTSH;VIM;IFI30,5,REACTOME,100
