Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,group,category,n_genes,p_adj_global
GO_Molecular_Function_2021_fixed.gmt,cis-regulatory region sequence-specific DNA binding (GO:0000987),5/1149,0.5872497346205205,0.66554969923659,1.0641165952808818,0.566434698478871,TCF4;SPIB;HHEX;IRF8;MEF2C,1,GO_MF,100,0.7058946341562413
GO_Biological_Process_2021_fixed.gmt,positive regulation of gene expression (GO:0010628),2/482,0.6414547398325775,0.6719035407739973,1.1430920399393125,0.5075518994351406,MEF2C;CD74,1,GO_BP,100,0.7116233843383234
GO_Biological_Process_2021_fixed.gmt,apoptotic process (GO:0006915),1/231,0.6488632449616476,0.6785899971004908,1.432697796552118,0.6196895073180794,IFT57,1,GO_BP,100,0.7182116898389356
GO_Molecular_Function_2021_fixed.gmt,kinase binding (GO:0019900),2/461,0.6126200143501086,0.6813250626884385,1.2069366238101777,0.5914115146582136,TCL1A;BLNK,1,GO_MF,100,0.7205803430556801
GO_Molecular_Function_2021_fixed.gmt,purine ribonucleoside triphosphate binding (GO:0035639),2/460,0.6114210833489888,0.6813250626884385,1.2096748578628072,0.5951229975611092,BTK;P2RX5,1,GO_MF,100,0.7205803430556801
GO_Biological_Process_2021_fixed.gmt,protein phosphorylation (GO:0006468),2/496,0.6570595394437335,0.6860779418166428,1.109648885835797,0.46603105080381235,BLK;BTK,1,GO_BP,100,0.724581326450684
GO_Biological_Process_2021_fixed.gmt,anterograde trans-synaptic signaling (GO:0098916),1/244,0.6691091318803333,0.6975594414248514,1.3550045545074185,0.5444518126940472,PNOC,1,GO_BP,100,0.7357710838465431
GO_Biological_Process_2021_fixed.gmt,regulation of transcription by RNA polymerase II (GO:0006357),9/2206,0.6733211794071361,0.7008468879992518,0.9365596102797468,0.3704400710603497,CXXC5;POU2AF1;TCF4;SPIB;CD40;EAF2;HHEX;IRF8;MEF2C,1,GO_BP,100,0.738612935568121
GO_Biological_Process_2021_fixed.gmt,regulation of canonical Wnt signaling pathway (GO:0060828),1/253,0.6824473657157513,0.7092310142917226,1.3059033722921165,0.4989463378576211,HHEX,1,GO_BP,100,0.7461857354983045
GO_Molecular_Function_2021_fixed.gmt,GTPase regulator activity (GO:0030695),1/233,0.6490593087184157,0.7151672012730691,1.4318279569892474,0.6188806898108388,ARHGAP24,1,GO_MF,100,0.7516902308259847
GO_Biological_Process_2021_fixed.gmt,"regulation of transcription, DNA-templated (GO:0006355)",9/2244,0.6938795013691584,0.7199815515774026,0.9178791337145173,0.33544532033456326,MEF2C;HLA-DRB1;TCF4;SPIB;HHEX;BCL7A;IRF8;NCF1;CD74,1,GO_BP,100,0.755793476441587
GO_Biological_Process_2021_fixed.gmt,negative regulation of signal transduction (GO:0009968),1/267,0.702150022661328,0.7274230281718296,1.2361156173736405,0.43710060645333515,HHEX,1,GO_BP,100,0.7628796101777893
GO_Biological_Process_2021_fixed.gmt,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),2/547,0.7094295143618562,0.733816153918045,1.0023369553809447,0.3440963958963917,BCL7A;HHEX,1,GO_BP,100,0.7689117091054297
GO_Biological_Process_2021_fixed.gmt,inorganic cation transmembrane transport (GO:0098662),1/274,0.7115447034792585,0.7348558404107163,1.203900977306154,0.40970800924666606,HVCN1,1,GO_BP,100,0.7694615253971214
GO_Biological_Process_2021_fixed.gmt,positive regulation of programmed cell death (GO:0043068),1/286,0.7269753988716966,0.7496226075592883,1.152351105434339,0.36744171714033635,FCER2,1,GO_BP,100,0.7825356667915245
GO_Cellular_Component_2021_fixed.gmt,adherens junction (GO:0005912),1/132,0.5007532434312694,0.751129865146904,2.167587947726619,1.4991944890215683,PDLIM1,1,GO_CC,100,0.7838294086605339
GO_Molecular_Function_2021_fixed.gmt,DNA binding (GO:0003677),3/811,0.7080226511630983,0.7659517771673517,0.9494235137799494,0.32781618430374887,HHEX;CXXC5;TCF4,1,GO_MF,100,0.7972172927301874
GO_Molecular_Function_2021_fixed.gmt,transcription cis-regulatory region binding (GO:0000976),2/549,0.7075469642362796,0.7659517771673517,1.0051425278184156,0.34773033515741747,MEF2C;HHEX,1,GO_MF,100,0.7972172927301874
GO_Biological_Process_2021_fixed.gmt,MAPK cascade (GO:0000165),1/303,0.7474526412744242,0.7695391112343217,1.0863232461318586,0.31621167630491626,MEF2C,1,GO_BP,100,0.8003935263861364
GO_Biological_Process_2021_fixed.gmt,chemical synaptic transmission (GO:0007268),1/306,0.7509057917112626,0.7718938417901489,1.075434084392651,0.3080850641566165,PNOC,1,GO_BP,100,0.802507499584498
GO_Molecular_Function_2021_fixed.gmt,G protein-coupled receptor activity (GO:0004930),1/283,0.720448165461058,0.7723723575663595,1.1733501896333756,0.3847201822813672,GPR18,1,GO_MF,100,0.8028932633057286
GO_Biological_Process_2021_fixed.gmt,cilium assembly (GO:0060271),1/314,0.7598884315635104,0.779916498752006,1.047415188689427,0.2876030929625177,IFT57,1,GO_BP,100,0.8099466447284176
GO_Molecular_Function_2021_fixed.gmt,RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977),5/1359,0.7363679726546369,0.7823909709455518,0.8815555631666876,0.2697783253849372,TCF4;SPIB;HHEX;IRF8;MEF2C,1,GO_MF,100,0.8119520688893204
GO_Biological_Process_2021_fixed.gmt,transcription by RNA polymerase II (GO:0006366),1/320,0.7664152772189928,0.785397698945779,1.027321825690988,0.27329957463907956,EAF2,1,GO_BP,100,0.8146197707655026
GO_Molecular_Function_2021_fixed.gmt,endopeptidase activity (GO:0004175),1/315,0.7584397316113458,0.7987108678030987,1.0510560981149217,0.29060854033715144,ADAM28,1,GO_MF,100,0.8275092072329706
GO_Cellular_Component_2021_fixed.gmt,azurophil granule (GO:0042582),1/155,0.5580330597789839,0.8011975852430488,1.841151994778494,1.07401221271021,STX7,1,GO_CC,100,0.8294492853259552
GO_Cellular_Component_2021_fixed.gmt,specific granule (GO:0042581),1/160,0.5696022324835218,0.8011975852430488,1.78264534653987,1.003303105119064,HVCN1,1,GO_CC,100,0.8294492853259552
GO_Cellular_Component_2021_fixed.gmt,tertiary granule (GO:0070820),1/164,0.578642700453313,0.8011975852430488,1.738416467504433,0.9510356525614407,STX7,1,GO_CC,100,0.8294492853259552
GO_Cellular_Component_2021_fixed.gmt,vacuolar lumen (GO:0005775),1/161,0.5718800719517217,0.8011975852430488,1.7713814497761722,0.9898939640056705,CD74,1,GO_CC,100,0.8294492853259552
GO_Molecular_Function_2021_fixed.gmt,GTPase activator activity (GO:0005096),1/336,0.7805680520081348,0.8077182451214613,0.9834788162657015,0.2436405043197611,ARHGAP24,1,GO_MF,100,0.8347576441143225
GO_Molecular_Function_2021_fixed.gmt,zinc ion binding (GO:0008270),1/336,0.7805680520081348,0.8077182451214613,0.9834788162657015,0.2436405043197611,CXXC5,1,GO_MF,100,0.8347576441143225
GO_Biological_Process_2021_fixed.gmt,positive regulation of multicellular organismal process (GO:0051240),1/345,0.791780210482959,0.8101367841417602,0.9511332758601875,0.22206245335726027,IL4R,1,GO_BP,100,0.8371413436131522
GO_Molecular_Function_2021_fixed.gmt,calcium ion binding (GO:0005509),1/348,0.7923066322838376,0.812797321049799,0.948530318602261,0.22082430829157085,TPD52,1,GO_MF,100,0.839658294463917
GO_Biological_Process_2021_fixed.gmt,cellular response to DNA damage stimulus (GO:0006974),1/350,0.7965174224086987,0.8137261321520965,0.9372035238310368,0.2132196837135586,BLK,1,GO_BP,100,0.840385393047873
GO_Biological_Process_2021_fixed.gmt,gene expression (GO:0010467),1/356,0.8020620948796198,0.8181280536368386,0.9210050442562101,0.20314539100666562,HHEX,1,GO_BP,100,0.8442313105967986
GO_Cellular_Component_2021_fixed.gmt,cell-substrate junction (GO:0030055),2/394,0.6145480043823518,0.8193973391764691,1.2026239860634764,0.5855194157908103,ARHGAP24;PDLIM1,1,GO_CC,100,0.845190876844871
GO_Cellular_Component_2021_fixed.gmt,focal adhesion (GO:0005925),2/387,0.6046701182589823,0.8193973391764691,1.2252375092842018,0.6163829645255032,ARHGAP24;PDLIM1,1,GO_CC,100,0.845190876844871
GO_Biological_Process_2021_fixed.gmt,phosphorylation (GO:0016310),1/400,0.8384190241835894,0.8538975292454403,0.8170833843055699,0.14400054878250096,BTK,1,GO_BP,100,0.8755789789998194
GO_Biological_Process_2021_fixed.gmt,regulation of cell migration (GO:0030334),1/408,0.8442829106020364,0.8585488276782614,0.800599658655842,0.1355156135395318,CD74,1,GO_BP,100,0.879986046314212
GO_Biological_Process_2021_fixed.gmt,organelle organization (GO:0006996),1/420,0.8526877937165097,0.8657658273624684,0.7770528825042343,0.12383255242240675,STX7,1,GO_BP,100,0.8861674881798879
GO_Biological_Process_2021_fixed.gmt,organelle assembly (GO:0070925),1/425,0.8560564537711133,0.8678550878965957,0.7676346342889024,0.1193049721823802,STX7,1,GO_BP,100,0.8878153578284403
GO_Biological_Process_2021_fixed.gmt,regulation of nucleic acid-templated transcription (GO:1903506),1/430,0.8593492048204624,0.8698611216990002,0.7584356700832406,0.11496361424234523,MEF2C,1,GO_BP,100,0.8890194856652845
GO_Biological_Process_2021_fixed.gmt,regulation of intracellular signal transduction (GO:1902531),1/437,0.8638347307175638,0.8730665522672171,0.7459111696767693,0.10918186159263261,ARHGAP24,1,GO_BP,100,0.8921734662820926
GO_Biological_Process_2021_fixed.gmt,regulation of gene expression (GO:0010468),3/1079,0.8714505013148635,0.879421085168353,0.695344876627889,0.09567682157870067,MEF2C;AFF3;CD74,1,GO_BP,100,0.8976111797931536
GO_Molecular_Function_2021_fixed.gmt,transition metal ion binding (GO:0046914),1/445,0.8671075618206849,0.8819299133047993,0.7353045155069902,0.1048487236981493,CXXC5,1,GO_MF,100,0.8976111797931536
GO_Cellular_Component_2021_fixed.gmt,integral component of organelle membrane (GO:0031301),1/214,0.6770533028602745,0.8863243237443594,1.3253891720622675,0.5169087688694528,P2RX5,1,GO_CC,100,0.9003030622289748
GO_Biological_Process_2021_fixed.gmt,regulation of cellular macromolecule biosynthetic process (GO:2000112),1/468,0.8820634290275776,0.8887762405118057,0.6949539624462225,0.08721068352891821,MEF2C,1,GO_BP,100,0.9023029342116728
GO_Biological_Process_2021_fixed.gmt,neutrophil degranulation (GO:0043312),1/481,0.8889717824265737,0.8943758662103218,0.6755416115731576,0.0795043468722548,HVCN1,1,GO_BP,100,0.9073712787150074
GO_Biological_Process_2021_fixed.gmt,neutrophil activation involved in immune response (GO:0002283),1/485,0.8910160810901383,0.8950722999721875,0.6697781605717079,0.07728757954595997,HVCN1,1,GO_BP,100,0.9077676207363969
GO_Biological_Process_2021_fixed.gmt,neutrophil mediated immunity (GO:0002446),1/488,0.8925249290428111,0.8952295500399106,0.6655176402544823,0.07566991075049077,HVCN1,1,GO_BP,100,0.9077676207363969
GO_Cellular_Component_2021_fixed.gmt,vesicle (GO:0031982),1/226,0.6970787405151694,0.8962440949480749,1.2535169278354357,0.45234023768065074,STX7,1,GO_CC,100,0.9084031519952608
GO_Cellular_Component_2021_fixed.gmt,cilium (GO:0005929),1/237,0.7143597954551443,0.9023492153117613,1.1940412528647824,0.40163789902952424,IFT57,1,GO_CC,100,0.9140950491653109
GO_Cellular_Component_2021_fixed.gmt,cell-cell junction (GO:0005911),1/271,0.7618718807007432,0.9037416886235755,1.0407896985041707,0.2830707276447692,PDLIM1,1,GO_CC,100,0.9149817401992626
GO_Cellular_Component_2021_fixed.gmt,dendrite (GO:0030425),1/270,0.7605924245211109,0.9037416886235755,1.044745170795591,0.2859025014037959,PNOC,1,GO_CC,100,0.9149817401992626
GO_Cellular_Component_2021_fixed.gmt,polymeric cytoskeletal fiber (GO:0099513),1/256,0.7419540929851856,0.9037416886235755,1.1033728559917118,0.3293213869915665,HLA-DRB1,1,GO_CC,100,0.9149817401992626
GO_Cellular_Component_2021_fixed.gmt,secretory granule membrane (GO:0030667),1/274,0.7656700417505292,0.9037416886235755,1.0290968306883996,0.2747729258661132,HVCN1,1,GO_CC,100,0.9149817401992626
GO_Cellular_Component_2021_fixed.gmt,endoplasmic reticulum lumen (GO:0005788),1/285,0.7790937778904223,0.904754064646942,0.9883327672017841,0.24671143829295486,MZB1,1,GO_CC,100,0.9156620992925093
GO_Molecular_Function_2021_fixed.gmt,metal ion binding (GO:0046872),1/517,0.9048313211583465,0.9124993832020613,0.6288203567971234,0.06288627274329527,TPD52,1,GO_MF,100,0.9219704100911831
GO_Biological_Process_2021_fixed.gmt,negative regulation of cellular process (GO:0048523),1/566,0.9252790789364038,0.9266788959998478,0.5706108773259408,0.044313572268859694,FCGR2B,1,GO_BP,100,0.9350645640214563
GO_Cellular_Component_2021_fixed.gmt,actin cytoskeleton (GO:0015629),1/316,0.812987477962446,0.9291285462427954,0.8887453555114597,0.1840054578560242,SWAP70,1,GO_CC,100,0.9371566584285034
GO_Cellular_Component_2021_fixed.gmt,cytoskeleton (GO:0005856),2/600,0.8280905196945225,0.9316018346563378,0.7739791073124407,0.14599785178041938,SWAP70;PDLIM1,1,GO_CC,100,0.9395244744489065
GO_Cellular_Component_2021_fixed.gmt,nuclear lumen (GO:0031981),2/745,0.9079572865120524,0.9904988580131482,0.6147006247880491,0.059354227751184076,CYB561A3;CDCA7L,1,GO_CC,100,0.9932030221371575
GO_Cellular_Component_2021_fixed.gmt,nucleolus (GO:0005730),2/733,0.9029352277434974,0.9904988580131482,0.6254856254856255,0.06386487090930515,CYB561A3;CDCA7L,1,GO_CC,100,0.9932030221371575
GO_Biological_Process_2021_fixed.gmt,cellular protein modification process (GO:0006464),1/1025,0.9915529781443984,0.9915529781443984,0.30485804555312146,0.002586080354446516,BTK,1,GO_BP,100,0.9935477869791847
GO_Cellular_Component_2021_fixed.gmt,endoplasmic reticulum membrane (GO:0005789),1/712,0.9786347841990437,0.996689843733317,0.3800646049002876,0.008208162498181838,PLD4,1,GO_CC,100,0.9976245742941602
GO_Cellular_Component_2021_fixed.gmt,intracellular membrane-bounded organelle (GO:0043231),19/5192,0.9882825269372891,0.996689843733317,0.5689688297987543,0.006706244237849434,SPIB;HLA-DMB;GAPT;AFF3;HLA-DPA1;STRBP;HLA-DMA;CDCA7L;TCF4;PLD4;BTK;CD74;IRF8;PKIG;CXXC5;HHEX;SWAP70;MEF2C;CYB561A3,1,GO_CC,100,0.9976245742941602
GO_Cellular_Component_2021_fixed.gmt,intracellular non-membrane-bounded organelle (GO:0043232),3/1158,0.9491739475341743,0.996689843733317,0.5416627471638478,0.028254863057037286,CYB561A3;CDCA7L;PDLIM1,1,GO_CC,100,0.9976245742941602
GO_Cellular_Component_2021_fixed.gmt,intracellular organelle lumen (GO:0070013),1/848,0.9900433259038961,0.996689843733317,0.31502937458169106,0.0031523645195236033,MZB1,1,GO_CC,100,0.9976245742941602
GO_Cellular_Component_2021_fixed.gmt,neuron projection (GO:0043005),1/556,0.9493080046542536,0.996689843733317,0.4938771188043174,0.0256924636040595,PNOC,1,GO_CC,100,0.9976245742941602
GO_Cellular_Component_2021_fixed.gmt,nucleus (GO:0005634),14/4484,0.996689843733317,0.996689843733317,0.48599961756460813,0.0016114031516110017,CXXC5;TCF4;SPIB;HHEX;PLD4;AFF3;STRBP;IRF8;PKIG;SWAP70;BTK;MEF2C;CDCA7L;CD74,1,GO_CC,100,0.9976245742941602
GO_Molecular_Function_2021_fixed.gmt,RNA binding (GO:0003723),1/1406,0.9987162779174695,0.9987162779174695,0.21301011333028408,0.0002736214508339188,STRBP,1,GO_MF,100,0.9995189969620114
GO_Biological_Process_2021_fixed.gmt,neutrophil activation involved in immune response (GO:0002283),39/485,3.886167350460034e-35,1.8110569939527313e-32,26.274356103023518,2081.797497991219,FCER1G;LGALS3;FCN1;CD68;CST3;CFD;RAB31;PSAP;CD33;RNASE2;S100A11;BST1;QPCT;CDA;FOLR3;SIRPA;S100A12;FTL;CLEC12A;RETN;CTSS;MNDA;S100A8;NPC2;S100A9;CD36;PTAFR;CD14;FPR1;OSCAR;SERPINA1;CFP;GRN;TYROBP;LYZ;BRI3;GSTP1;MGST1;PYGL,2,GO_BP,100,4.510135600606952e-29
GO_Biological_Process_2021_fixed.gmt,neutrophil degranulation (GO:0043312),39/481,2.812197618692659e-35,1.8110569939527313e-32,26.51922651290116,2109.777162473923,FCER1G;LGALS3;FCN1;CD68;CST3;CFD;RAB31;PSAP;CD33;RNASE2;S100A11;BST1;QPCT;CDA;FOLR3;SIRPA;S100A12;FTL;CLEC12A;RETN;CTSS;MNDA;S100A8;NPC2;S100A9;CD36;PTAFR;CD14;FPR1;OSCAR;SERPINA1;CFP;GRN;TYROBP;LYZ;BRI3;GSTP1;MGST1;PYGL,2,GO_BP,100,4.510135600606952e-29
GO_Biological_Process_2021_fixed.gmt,neutrophil mediated immunity (GO:0002446),39/488,4.943740656831842e-35,1.8110569939527313e-32,26.093563294840774,2061.192040889878,FCER1G;LGALS3;FCN1;CD68;CST3;CFD;RAB31;PSAP;CD33;RNASE2;S100A11;BST1;QPCT;CDA;FOLR3;SIRPA;S100A12;FTL;CLEC12A;RETN;CTSS;MNDA;S100A8;NPC2;S100A9;CD36;PTAFR;CD14;FPR1;OSCAR;SERPINA1;CFP;GRN;TYROBP;LYZ;BRI3;GSTP1;MGST1;PYGL,2,GO_BP,100,4.510135600606952e-29
GO_Cellular_Component_2021_fixed.gmt,secretory granule lumen (GO:0034774),21/316,1.8679627590994997e-16,2.0547590350094497e-14,15.724919093851133,569.5017381157775,FCN1;CFD;RNASE2;S100A11;QPCT;CDA;FOLR3;S100A12;FTL;RETN;MNDA;NPC2;S100A8;S100A9;OSCAR;SERPINA1;CFP;GRN;LYZ;GSTP1;PYGL,2,GO_CC,100,7.310049881216951e-12
GO_Cellular_Component_2021_fixed.gmt,tertiary granule (GO:0070820),15/164,6.175831034850639e-14,3.3967070691678515e-12,20.33279046095681,618.4329611468644,FCER1G;LGALS3;PTAFR;QPCT;LYZ;CDA;CST3;FOLR3;FPR1;OSCAR;SIRPA;CLEC12A;CTSS;CD33;CFP,2,GO_CC,100,8.750620177156214e-10
GO_Cellular_Component_2021_fixed.gmt,ficolin-1-rich granule (GO:0101002),14/184,5.851028682501794e-12,2.1453771835839914e-10,16.362608717447426,423.20911625841285,FCER1G;LGALS3;FCN1;QPCT;CDA;CST3;FPR1;CFD;SIRPA;SERPINA1;GSTP1;CTSS;MNDA;PYGL,2,GO_CC,100,3.2056225877112e-08
GO_Cellular_Component_2021_fixed.gmt,secretory granule membrane (GO:0030667),16/274,8.706734655447799e-12,2.394352030248145e-10,12.616268122764074,321.29754512243915,FCER1G;LGALS3;BST1;CD36;PTAFR;CD14;CD68;FPR1;BRI3;SIRPA;RAB31;CLEC12A;CD33;PSAP;TYROBP;MGST1,2,GO_CC,100,3.5074909839184104e-08
GO_Cellular_Component_2021_fixed.gmt,azurophil granule (GO:0042582),12/155,1.798720480116364e-10,3.957185056256001e-09,16.24456474789069,364.50813923443394,MGST1;LYZ;CD68;FPR1;BRI3;FTL;RETN;GRN;PSAP;MNDA;NPC2;RNASE2,2,GO_CC,100,4.76840799278848e-07
GO_Cellular_Component_2021_fixed.gmt,tertiary granule lumen (GO:1904724),8/55,1.5279027156427374e-09,2.801154978678352e-08,31.56825785393717,640.8157406239815,QPCT;LYZ;CDA;CST3;FOLR3;OSCAR;CTSS;CFP,2,GO_CC,100,3.0775630655449955e-06
GO_Cellular_Component_2021_fixed.gmt,ficolin-1-rich granule lumen (GO:1904813),10/123,4.161021521938447e-09,5.737171141918471e-08,16.744493392070485,323.1269488852004,FCN1;QPCT;CDA;CST3;CFD;SERPINA1;GSTP1;CTSS;MNDA;PYGL,2,GO_CC,100,6.123200800181842e-06
GO_Cellular_Component_2021_fixed.gmt,vacuolar lumen (GO:0005775),11/161,4.172488103213433e-09,5.737171141918471e-08,14.009480593144803,270.30947206884827,LYZ;IFI30;FTL;VCAN;RETN;CTSS;GRN;PSAP;MNDA;NPC2;RNASE2,2,GO_CC,100,6.123200800181842e-06
GO_Cellular_Component_2021_fixed.gmt,cytoplasmic vesicle lumen (GO:0060205),9/115,3.671497432774674e-08,4.487385751169046e-07,15.901112713023547,272.22833994710686,S100A11;S100A9;FCN1;CDA;CFD;S100A12;GSTP1;PYGL;S100A8,2,GO_CC,100,4.1906573683729924e-05
GO_Cellular_Component_2021_fixed.gmt,specific granule (GO:0042581),10/160,5.253378678292624e-08,5.778716546121886e-07,12.58660465116279,210.97426710588536,BST1;CD36;QPCT;LYZ;FOLR3;OSCAR;CLEC12A;CFP;CD33;RETN,2,GO_CC,100,5.201541122418869e-05
GO_Biological_Process_2021_fixed.gmt,regulation of interleukin-1 beta production (GO:0032651),8/83,2.6381015447597228e-08,7.248183994227338e-06,20.924111791411555,365.1387487621433,CD36;NLRP3;SIRPA;GSTP1;LILRA5;CD33;MNDA;TYROBP,2,GO_BP,100,0.0005700124486407625
GO_Biological_Process_2021_fixed.gmt,pattern recognition receptor signaling pathway (GO:0002221),7/61,6.017980607489501e-08,1.3227521375261924e-05,25.29460368112143,420.546284586166,S100A9;FCN1;CD36;CD14;CLEC4E;CTSS;S100A8,2,GO_BP,100,0.0009235776840615125
GO_Cellular_Component_2021_fixed.gmt,azurophil granule lumen (GO:0035578),7/90,1.386521583378724e-06,1.386521583378724e-05,15.554006490835123,209.80352030355357,LYZ;FTL;RETN;GRN;MNDA;NPC2;RNASE2,2,GO_CC,100,0.0009565319206269675
GO_Cellular_Component_2021_fixed.gmt,specific granule lumen (GO:0035580),6/62,2.274809814723714e-06,2.0852423301634043e-05,19.669106394304347,255.5727783167137,QPCT;LYZ;OSCAR;FOLR3;RETN;CFP,2,GO_CC,100,0.001305764337122189
GO_Cellular_Component_2021_fixed.gmt,intracellular organelle lumen (GO:0070013),18/848,3.2176243664515384e-06,2.7226052331513017e-05,4.330689481852979,54.76965495670808,FCN1;GPX1;QPCT;LYZ;CDA;CST3;FOLR3;OSCAR;CFD;LGALS1;SERPINA1;ALDH2;VCAN;GSTP1;CTSS;CFP;MNDA;PYGL,2,GO_CC,100,0.0016403696529736593
GO_Biological_Process_2021_fixed.gmt,innate immune response (GO:0045087),12/302,1.7188729749365062e-07,3.148402332425367e-05,8.298377996375283,129.25907760209282,FCER1G;FCN1;FES;APOBEC3A;CFD;NCF2;S100A12;TREM1;CLEC4E;CFP;TYROBP;RNASE2,2,GO_BP,100,0.001852103450830702
GO_Biological_Process_2021_fixed.gmt,regulation of dendritic cell differentiation (GO:2001198),4/12,5.128211048462495e-07,8.051291346086117e-05,94.10531877421627,1362.9592124389553,LGALS3;LGALS1;TMEM176B;TMEM176A,2,GO_BP,100,0.004327424291122976
GO_Cellular_Component_2021_fixed.gmt,collagen-containing extracellular matrix (GO:0062023),11/380,2.197527651104048e-05,0.00017266288687246094,5.595333179312848,60.01326375923439,LGALS3;S100A9;FCN1;TGFBI;LGALS1;SERPINA1;VCAN;CTSS;PSAP;CFP;S100A8,2,GO_CC,100,0.008431140051138273
GO_Cellular_Component_2021_fixed.gmt,azurophil granule membrane (GO:0035577),5/58,2.962541882017764e-05,0.00021725307134796938,17.320526133610247,180.59900979438387,CD68;FPR1;BRI3;PSAP;MGST1,2,GO_CC,100,0.010404472410517175
GO_Cellular_Component_2021_fixed.gmt,phagocytic vesicle (GO:0045335),6/100,3.6584003224128274e-05,0.0002515150221658819,11.720531487448781,119.73577156872808,CD36;RAB32;NCF2;CLEC4E;RAB31;CTSS,2,GO_CC,100,0.011926237302429504
GO_Biological_Process_2021_fixed.gmt,regulation of inflammatory response (GO:0050727),9/206,3.06816053884995e-06,0.0004214885540245119,8.97900507941627,113.98337254156506,S100A9;BST1;IL1B;NLRP3;S100A8;SIRPA;S100A12;GRN;LILRA5,2,GO_BP,100,0.01885593405459358
GO_Biological_Process_2021_fixed.gmt,response to lipopolysaccharide (GO:0032496),8/159,3.9598993397463404e-06,0.0004835477082645809,10.373892106191752,129.04387259034027,S100A9;CD14;IL1B;CD68;NLRP3;SIRPA;GSTP1;S100A8,2,GO_BP,100,0.021126227651723298
GO_Biological_Process_2021_fixed.gmt,cellular response to lipid (GO:0071396),9/219,5.058719389484839e-06,0.0005559532609043839,8.417008336233112,102.64034281853628,PID1;CD14;FES;IL1B;CD68;NLRP3;SIRPA;GSTP1;MGST1,2,GO_BP,100,0.023334420293351976
GO_Cellular_Component_2021_fixed.gmt,tertiary granule membrane (GO:0070821),5/73,9.029948537880138e-05,0.0005842907877451855,13.509867531765343,125.80900394733739,FCER1G;PTAFR;SIRPA;CLEC12A;CD33,2,GO_CC,100,0.0239848157980455
GO_Biological_Process_2021_fixed.gmt,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),6/78,6.020335002064445e-06,0.0006014861970244387,16.25728792045695,195.41857782844738,FCER1G;CD36;FCGR1A;CLEC4A;NCF2;IFI30,2,GO_BP,100,0.024555756163768205
GO_Biological_Process_2021_fixed.gmt,regulation of tumor necrosis factor production (GO:0032680),7/124,7.726260051531094e-06,0.0007075966497193893,11.682436897052993,137.51262865349275,CD14;CLEC4A;SIRPA;GSTP1;LILRA5;CD33;TYROBP,2,GO_BP,100,0.027533617552362277
GO_Biological_Process_2021_fixed.gmt,defense response to fungus (GO:0050832),4/24,1.0436311555686628e-05,0.000821515480839977,38.98773185336644,447.19783581798987,S100A9;S100A12;CLEC4E;S100A8,2,GO_BP,100,0.030997687663411454
GO_Biological_Process_2021_fixed.gmt,leukocyte aggregation (GO:0070486),3/8,1.0465165361018815e-05,0.000821515480839977,111.80043033889187,1282.0667841085453,S100A9;IL1B;S100A8,2,GO_BP,100,0.030997687663411454
GO_Biological_Process_2021_fixed.gmt,positive regulation of inflammatory response (GO:0050729),6/89,1.2942035077912814e-05,0.0009482197700417456,14.105102678079424,158.7533539491651,S100A9;IL1B;S100A12;LILRA5;GRN;S100A8,2,GO_BP,100,0.03542074950990941
GO_Biological_Process_2021_fixed.gmt,positive regulation of response to external stimulus (GO:0032103),7/139,1.6322731418237145e-05,0.0011211676142901638,10.349349583968124,114.08038220622522,S100A9;IL1B;GRN;S100A12;LILRA5;AIF1;S100A8,2,GO_BP,100,0.0406613749823389
GO_Biological_Process_2021_fixed.gmt,positive regulation of interleukin-1 beta production (GO:0032731),5/56,1.8047287912976116e-05,0.0011667040833153383,19.157928802588998,209.2527673705647,CD36;NLRP3;LILRA5;MNDA;TYROBP,2,GO_BP,100,0.042108435779946336
GO_Cellular_Component_2021_fixed.gmt,lysosomal lumen (GO:0043202),5/86,0.0001965905026630204,0.0012013864051629024,11.341922290388547,96.79636162825811,VCAN;IFI30;CTSS;PSAP;NPC2,2,GO_CC,100,0.04294525278933992
GO_Biological_Process_2021_fixed.gmt,positive regulation of defense response (GO:0031349),6/98,2.2483771345672584e-05,0.0013727591504941205,12.724954402255015,136.19158303784778,S100A9;IL1B;S100A12;LILRA5;GRN;S100A8,2,GO_BP,100,0.04860608347555249
GO_Biological_Process_2021_fixed.gmt,plasma membrane invagination (GO:0099024),4/30,2.62077268907073e-05,0.0015159100975203853,30.14811885662637,318.04626153646126,MARCO;AIF1;CD36;FCGR1A,2,GO_BP,100,0.05317072459424788
GO_Biological_Process_2021_fixed.gmt,positive regulation of interleukin-1 production (GO:0032732),5/62,2.9746711036337796e-05,0.0016345817714467621,17.151884057971014,178.77051969538005,CD36;NLRP3;LILRA5;MNDA;TYROBP,2,GO_BP,100,0.05679981588129655
GO_Molecular_Function_2021_fixed.gmt,RAGE receptor binding (GO:0050786),3/9,1.4496996419693513e-05,0.0021748158832483604,97.51908396946565,1086.5156100267698,S100A9;S100A12;S100A8,2,GO_MF,100,0.07273533651044316
