Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,group,pathway_db,n_genes,p_adj_global
Reactome_2022_fixed.gmt,Aggrephagy R-HSA-9646399,1/24,0.16994344045976884,0.5203858145755654,8.234835469803093,14.594513264694458,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,CD28 Dependent PI3K/Akt Signaling R-HSA-389357,1/23,0.16346923908059122,0.5203858145755654,8.601656314699794,15.578721642099259,LCK,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Defective Intrinsic Pathway For Apoptosis R-HSA-9734009,1/24,0.16994344045976884,0.5203858145755654,8.234835469803093,14.594513264694458,JUN,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Glycogen Metabolism R-HSA-8982491,1/24,0.16994344045976884,0.5203858145755654,8.234835469803093,14.594513264694458,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,IKK Complex Recruitment Mediated By RIP1 R-HSA-937041,1/23,0.16346923908059122,0.5203858145755654,8.601656314699794,15.578721642099259,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,2/96,0.16950280170006646,0.5203858145755654,3.4323317027719544,6.091996879407081,JUN;RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Other Interleukin Signaling R-HSA-449836,1/24,0.16994344045976884,0.5203858145755654,8.234835469803093,14.594513264694458,IL32,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Oxidative Stress Induced Senescence R-HSA-2559580,2/93,0.16130648180119125,0.5203858145755654,3.5458982025638384,6.469310819470906,JUN;RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Signaling By EGFR In Cancer R-HSA-1643713,1/24,0.16994344045976884,0.5203858145755654,8.234835469803093,14.594513264694458,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Transcriptional Regulation By RUNX3 R-HSA-8878159,2/95,0.16676252071572484,0.5203858145755654,3.469377459388558,6.214295165482199,LEF1;RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,mTORC1-mediated Signaling R-HSA-166208,1/24,0.16994344045976884,0.5203858145755654,8.234835469803093,14.594513264694458,RPS6,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409,1/26,0.18274374020123335,0.5228401698411203,7.587504567044209,12.896257182597836,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Activated NOTCH1 Transmits Signal To Nucleus R-HSA-2122948,1/31,0.21389779850139973,0.5228401698411203,6.340596680582426,9.778829330320264,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Attenuation Phase R-HSA-3371568,1/26,0.18274374020123335,0.5228401698411203,7.587504567044209,12.896257182597836,HSPA8,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Budding And Maturation Of HIV Virion R-HSA-162588,1/29,0.2015794953786046,0.5228401698411203,6.7868584504740115,10.869638779619892,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Calnexin/calreticulin Cycle R-HSA-901042,1/26,0.18274374020123335,0.5228401698411203,7.587504567044209,12.896257182597836,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Cellular Response To Heat Stress R-HSA-3371556,2/99,0.17776930998542134,0.5228401698411203,3.325753910659571,5.744470236546506,EEF1A1;HSPA8,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,DAP12 Signaling R-HSA-2424491,1/28,0.19534904635410244,0.5228401698411203,7.0343308865048,11.486832590947634,LCK,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Downregulation Of ERBB2 Signaling R-HSA-8863795,1/29,0.2015794953786046,0.5228401698411203,6.7868584504740115,10.869638779619892,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,1/31,0.21389779850139973,0.5228401698411203,6.340596680582426,9.778829330320264,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788,1/26,0.18274374020123335,0.5228401698411203,7.587504567044209,12.896257182597836,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,EGFR Downregulation R-HSA-182971,1/31,0.21389779850139973,0.5228401698411203,6.340596680582426,9.778829330320264,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Endosomal Sorting Complex Required For Transport (ESCRT) R-HSA-917729,1/30,0.2077622927853286,0.5228401698411203,6.556163806716497,10.302097990951806,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,FCERI Mediated MAPK Activation R-HSA-2871796,1/29,0.2015794953786046,0.5228401698411203,6.7868584504740115,10.869638779619892,JUN,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,FLT3 Signaling In Disease R-HSA-9682385,1/27,0.18907058308030233,0.5228401698411203,7.300480487519044,12.15993492754477,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Gap-filling DNA Repair Synthesis And Ligation In GG-NER R-HSA-5696397,1/25,0.17636814961626746,0.5228401698411203,7.8979591836734695,13.70439431743651,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,HSF1 Activation R-HSA-3371511,1/29,0.2015794953786046,0.5228401698411203,6.7868584504740115,10.869638779619892,EEF1A1,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Inactivation Of CSF3 (G-CSF) Signaling R-HSA-9705462,1/25,0.17636814961626746,0.5228401698411203,7.8979591836734695,13.70439431743651,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Infection With Mycobacterium Tuberculosis R-HSA-9635486,1/26,0.18274374020123335,0.5228401698411203,7.587504567044209,12.896257182597836,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Interleukin-7 Signaling R-HSA-1266695,1/25,0.17636814961626746,0.5228401698411203,7.8979591836734695,13.70439431743651,IL7R,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,1/30,0.2077622927853286,0.5228401698411203,6.556163806716497,10.302097990951806,JUN,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Metalloprotease DUBs R-HSA-5689901,1/31,0.21389779850139973,0.5228401698411203,6.340596680582426,9.778829330320264,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Mitophagy R-HSA-5205647,1/28,0.19534904635410244,0.5228401698411203,7.0343308865048,11.486832590947634,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,2/102,0.1860985767331728,0.5228401698411203,3.2255389718076284,5.423675281044657,JUN;RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,MyD88-independent TLR4 Cascade R-HSA-166166,2/107,0.20010090736460828,0.5228401698411203,3.071179468836627,4.9413235406670015,JUN;RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,2/112,0.21422660103023589,0.5228401698411203,2.9307891516548565,4.515528219208539,JUN;RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507,1/25,0.17636814961626746,0.5228401698411203,7.8979591836734695,13.70439431743651,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Negative Regulation Of FGFR3 Signaling R-HSA-5654732,1/29,0.2015794953786046,0.5228401698411203,6.7868584504740115,10.869638779619892,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Negative Regulation Of FGFR4 Signaling R-HSA-5654733,1/31,0.21389779850139973,0.5228401698411203,6.340596680582426,9.778829330320264,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Pyruvate Metabolism R-HSA-70268,1/31,0.21389779850139973,0.5228401698411203,6.340596680582426,9.778829330320264,LDHB,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,RIPK1-mediated Regulated Necrosis R-HSA-5213460,1/31,0.21389779850139973,0.5228401698411203,6.340596680582426,9.778829330320264,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Recognition Of DNA Damage By PCNA-containing Replication Complex R-HSA-110314,1/30,0.2077622927853286,0.5228401698411203,6.556163806716497,10.302097990951806,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Regulation Of Necroptotic Cell Death R-HSA-5675482,1/29,0.2015794953786046,0.5228401698411203,6.7868584504740115,10.869638779619892,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Role Of Nef In HIV-1 Replication And Disease Pathogenesis R-HSA-164952,1/27,0.18907058308030233,0.5228401698411203,7.300480487519044,12.15993492754477,LCK,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Signaling By CSF3 (G-CSF) R-HSA-9674555,1/30,0.2077622927853286,0.5228401698411203,6.556163806716497,10.302097990951806,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652,1/30,0.2077622927853286,0.5228401698411203,6.556163806716497,10.302097990951806,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,TNFs Bind Their Physiological Receptors R-HSA-5669034,1/29,0.2015794953786046,0.5228401698411203,6.7868584504740115,10.869638779619892,CD27,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,2/101,0.18331562764406795,0.5228401698411203,3.258272494548213,5.527808745832055,JUN;RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,2/103,0.18888770404050817,0.5228401698411203,3.1934504445890264,5.322212810795064,JUN;RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,2/103,0.18888770404050817,0.5228401698411203,3.1934504445890264,5.322212810795064,JUN;RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,2/106,0.19728960253344852,0.5228401698411203,3.100869669886552,5.0329675009668495,JUN;RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,Translation Of Structural Proteins R-HSA-9683701,1/30,0.2077622927853286,0.5228401698411203,6.556163806716497,10.302097990951806,RPS27A,0,REACTOME,100,0.8356753530388868
Reactome_2022_fixed.gmt,GPVI-mediated Activation Cascade R-HSA-114604,1/32,0.2199863697694614,0.5264722344482741,6.13871635610766,9.295181017127108,LCK,0,REACTOME,100,0.8397988715009882
Reactome_2022_fixed.gmt,Macroautophagy R-HSA-1632852,2/114,0.2199048182219919,0.5264722344482741,2.8781271837875613,4.359097662191257,HSPA8;RPS27A,0,REACTOME,100,0.8397988715009882
Reactome_2022_fixed.gmt,Signaling By NOTCH2 R-HSA-1980145,1/32,0.2199863697694614,0.5264722344482741,6.13871635610766,9.295181017127108,RPS27A,0,REACTOME,100,0.8397988715009882
Reactome_2022_fixed.gmt,Termination Of Translesion DNA Synthesis R-HSA-5656169,1/32,0.2199863697694614,0.5264722344482741,6.13871635610766,9.295181017127108,RPS27A,0,REACTOME,100,0.8397988715009882
Reactome_2022_fixed.gmt,Diseases Of Carbohydrate Metabolism R-HSA-5663084,1/33,0.22602836116744088,0.5331673782562122,5.949259436215958,8.847112745818086,RPS27A,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Negative Regulation Of FGFR1 Signaling R-HSA-5654726,1/33,0.22602836116744088,0.5331673782562122,5.949259436215958,8.847112745818086,RPS27A,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Oncogene Induced Senescence R-HSA-2559585,1/33,0.22602836116744088,0.5331673782562122,5.949259436215958,8.847112745818086,RPS27A,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,CD28 Co-Stimulation R-HSA-389356,1/34,0.23202412462817518,0.5357131811106504,5.771113377213313,8.431099908542425,LCK,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,1/35,0.2379740094588893,0.5357131811106504,5.603294625978936,8.044055109956183,RPLP0,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Lysosome Vesicle Biogenesis R-HSA-432720,1/34,0.23202412462817518,0.5357131811106504,5.771113377213313,8.431099908542425,HSPA8,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668,1/35,0.2379740094588893,0.5357131811106504,5.603294625978936,8.044055109956183,RPS27A,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Negative Regulation Of FGFR2 Signaling R-HSA-5654727,1/34,0.23202412462817518,0.5357131811106504,5.771113377213313,8.431099908542425,RPS27A,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440,1/35,0.2379740094588893,0.5357131811106504,5.603294625978936,8.044055109956183,RPS27A,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Nuclear Import Of Rev Protein R-HSA-180746,1/34,0.23202412462817518,0.5357131811106504,5.771113377213313,8.431099908542425,NPM1,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Plasma Lipoprotein Clearance R-HSA-8964043,1/35,0.2379740094588893,0.5357131811106504,5.603294625978936,8.044055109956183,RPS27A,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,RHO GTPases Activate Formins R-HSA-5663220,2/119,0.2341546648946449,0.5357131811106504,2.754315535929346,3.998642087764716,EVL;RPS27,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Regulation Of TNFR1 Signaling R-HSA-5357905,1/35,0.2379740094588893,0.5357131811106504,5.603294625978936,8.044055109956183,RPS27A,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,HSF1-dependent Transactivation R-HSA-3371571,1/36,0.2438783623605375,0.5367501457310044,5.444930452278891,7.683263460071521,HSPA8,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,RHOH GTPase Cycle R-HSA-9013407,1/36,0.2438783623605375,0.5367501457310044,5.444930452278891,7.683263460071521,LCK,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Regulation Of TP53 Degradation R-HSA-6804757,1/36,0.2438783623605375,0.5367501457310044,5.444930452278891,7.683263460071521,RPS27A,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796,1/36,0.2438783623605375,0.5367501457310044,5.444930452278891,7.683263460071521,RPS27A,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260,1/36,0.2438783623605375,0.5367501457310044,5.444930452278891,7.683263460071521,NPM1,0,REACTOME,100,0.8401989399765892
Reactome_2022_fixed.gmt,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,2/123,0.24559655312311313,0.5381293363986435,2.662603204182519,3.738468280264182,CD3E;CD3D,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,DNA Damage Recognition In GG-NER R-HSA-5696394,1/37,0.24973752744700042,0.5400026361025053,5.295243767548711,7.346328920746726,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Interactions Of Rev With Host Cellular Proteins R-HSA-177243,1/37,0.24973752744700042,0.5400026361025053,5.295243767548711,7.346328920746726,NPM1,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Regulation Of TP53 Expression And Degradation R-HSA-6806003,1/37,0.24973752744700042,0.5400026361025053,5.295243767548711,7.346328920746726,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Fanconi Anemia Pathway R-HSA-6783310,1/38,0.2555518462641449,0.5477698269922758,5.153540372670808,7.03112957753049,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,HSP90 Chaperone Cycle For Steroid Hormone Receptors (SHR) In Presence Of Ligand R-HSA-3371497,1/38,0.2555518462641449,0.5477698269922758,5.153540372670808,7.03112957753049,HSPA8,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,HIV Infection R-HSA-162906,3/229,0.2599747230280833,0.5482194778711096,2.004400950492822,2.7002705759431342,NPM1;LCK;RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Ovarian Tumor Domain Proteases R-HSA-5689896,1/39,0.2613216578087439,0.5482194778711096,5.019198193111237,6.735780162321065,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Signaling By FGFR3 R-HSA-5654741,1/39,0.2613216578087439,0.5482194778711096,5.019198193111237,6.735780162321065,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Transcriptional Regulation By VENTX R-HSA-8853884,1/39,0.2613216578087439,0.5482194778711096,5.019198193111237,6.735780162321065,LEF1,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,1/39,0.2613216578087439,0.5482194778711096,5.019198193111237,6.735780162321065,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202,2/130,0.26566934822866967,0.554978765579382,2.5158456305214987,3.3347604155531183,JUN;RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Signaling By FGFR4 R-HSA-5654743,1/40,0.2670472985472599,0.555503452252317,4.891658149225568,6.458600500389793,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Dual Incision In GG-NER R-HSA-5696400,1/41,0.27272910243449006,0.5602310312508483,4.7704163791120315,6.198088824331223,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,MTOR Signaling R-HSA-165159,1/41,0.27272910243449006,0.5602310312508483,4.7704163791120315,6.198088824331223,RPS6,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Negative Regulation Of MAPK Pathway R-HSA-5675221,1/41,0.27272910243449006,0.5602310312508483,4.7704163791120315,6.198088824331223,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Cell Surface Interactions At Vascular Wall R-HSA-202733,2/134,0.27714770668557487,0.5647536158827775,2.438946244215023,3.129667229438383,CD2;LCK,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Formation Of Incision Complex In GG-NER R-HSA-5696395,1/42,0.27836740093207896,0.5647536158827775,4.655017585871436,5.952899106857298,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Signaling By SCF-KIT R-HSA-1433557,1/42,0.27836740093207896,0.5647536158827775,4.655017585871436,5.952899106857298,LCK,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,DAP12 Interactions R-HSA-2172127,1/43,0.28396252302689107,0.5714021381724788,4.545049324077457,5.72182172836113,LCK,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,SUMOylation Of Transcription Cofactors R-HSA-3899300,1/43,0.28396252302689107,0.5714021381724788,4.545049324077457,5.72182172836113,NPM1,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Interleukin-12 Signaling R-HSA-9020591,1/44,0.2895147952492556,0.5732160403931046,4.440137074319983,5.503766924465453,RPLP0,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Interleukin-2 Family Signaling R-HSA-451927,1/44,0.2895147952492556,0.5732160403931046,4.440137074319983,5.503766924465453,LCK,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789,1/44,0.2895147952492556,0.5732160403931046,4.440137074319983,5.503766924465453,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,TNF Signaling R-HSA-75893,1/44,0.2895147952492556,0.5732160403931046,4.440137074319983,5.503766924465453,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,PTEN Regulation R-HSA-6807070,2/139,0.29148369666871005,0.5748058498306962,2.3491137793024586,2.8959198216936985,JUN;RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989,1/45,0.2950245416910757,0.5771710279908743,4.33993998185498,5.297750561300237,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,2/140,0.2943477127132926,0.5771710279908743,2.331925618145903,2.8519299065287775,JUN;RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Beta-catenin Independent WNT Signaling R-HSA-3858494,2/142,0.30007135068148805,0.5847240153595795,2.29828330983236,2.7665240530647797,LEF1;RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Cyclin D Associated Events In G1 R-HSA-69231,1/47,0.3059177415162948,0.5935582543898064,4.152474454017231,4.918352821650164,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,DNA Damage Bypass R-HSA-73893,1/48,0.311301831052512,0.5935582543898064,4.064661654135338,4.7434289321369,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947,1/48,0.311301831052512,0.5935582543898064,4.064661654135338,4.7434289321369,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,RMTs Methylate Histone Arginines R-HSA-3214858,1/49,0.3166446671491259,0.5935582543898064,3.9804700006403277,4.577441218379325,RPS2,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Regulation Of Activated PAK-2p34 By Proteasome Mediated Degradation R-HSA-211733,1/49,0.3166446671491259,0.5935582543898064,3.9804700006403277,4.577441218379325,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Signaling By EGFR R-HSA-177929,1/49,0.3166446671491259,0.5935582543898064,3.9804700006403277,4.577441218379325,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Signaling By ERBB2 R-HSA-1227986,1/49,0.3166446671491259,0.5935582543898064,3.9804700006403277,4.577441218379325,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Signaling By FGFR1 R-HSA-5654736,1/49,0.3166446671491259,0.5935582543898064,3.9804700006403277,4.577441218379325,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Signaling By NOTCH3 R-HSA-9012852,1/49,0.3166446671491259,0.5935582543898064,3.9804700006403277,4.577441218379325,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,1/49,0.3166446671491259,0.5935582543898064,3.9804700006403277,4.577441218379325,NPM1,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Autodegradation Of E3 Ubiquitin Ligase COP1 R-HSA-349425,1/51,0.3272078253583689,0.5946252816708782,3.8220896623823872,4.269884763839282,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Cellular Senescence R-HSA-2559583,2/165,0.36513758625551773,0.5946252816708782,1.9705537283865135,1.9852955349849477,JUN;RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Chemokine Receptors Bind Chemokines R-HSA-380108,1/56,0.35291535379243716,0.5946252816708782,3.4760785630350846,3.6204298226817433,CCR7,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants R-HSA-2894862,1/58,0.3629245329292655,0.5946252816708782,3.3545233594382933,3.4000119192434854,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Degradation Of AXIN R-HSA-4641257,1/54,0.3427508906000866,0.5946252816708782,3.6067220061531318,3.861902500975846,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Degradation Of DVL R-HSA-4641258,1/55,0.3478526805245137,0.5946252816708782,3.5402017208957774,3.7383688336196648,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Degradation Of GLI1 By Proteasome R-HSA-5610780,1/59,0.3678716245631194,0.5946252816708782,3.296862557732123,3.296932609369177,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Degradation Of GLI2 By Proteasome R-HSA-5610783,1/59,0.3678716245631194,0.5946252816708782,3.296862557732123,3.296932609369177,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279,1/53,0.3376096855917434,0.5946252816708782,3.675776397515528,3.991396302430522,NPM1,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654,1/56,0.35291535379243716,0.5946252816708782,3.4760785630350846,3.6204298226817433,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,FBXL7 Down-Regulates AURKA During Mitotic Entry And In Early Mitosis R-HSA-8854050,1/54,0.3427508906000866,0.5946252816708782,3.6067220061531318,3.861902500975846,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Formation Of TC-NER Pre-Incision Complex R-HSA-6781823,1/52,0.3324287648243557,0.5946252816708782,3.747512512814328,4.12724676765977,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,GLI3 Is Processed To GLI3R By Proteasome R-HSA-5610785,1/59,0.3678716245631194,0.5946252816708782,3.296862557732123,3.296932609369177,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,GSK3B And BTRC:CUL1-mediated-degradation Of NFE2L2 R-HSA-9762114,1/51,0.3272078253583689,0.5946252816708782,3.8220896623823872,4.269884763839282,RPS27A,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Golgi Associated Vesicle Biogenesis R-HSA-432722,1/55,0.3478526805245137,0.5946252816708782,3.5402017208957774,3.7383688336196648,HSPA8,0,REACTOME,100,0.8402725913196384
Reactome_2022_fixed.gmt,Hh Mutants Abrogate Ligand Secretion R-HSA-5387390,1/58,0.3629245329292655,0.5946252816708782,3.3545233594382933,3.4000119192434854,RPS27A,0,REACTOME,100,0.8402725913196384
